Number,Spokesperson,Spokesperson.Attitude,Country,Knowledge.SD,Age.Group,Gender,Employment,City.size1,FAC.SCFM,Message.Sharing,Suport.SD,Current.Practice.SD,Future.Practice.SD,Num.Measures.SD,Age,Education,Household.Size,Settlement.Size,Concern.Situation,Concern.Others,Others.SD,Movement,Infection.percent,Subjective.Health,Satisfaction.Government,PH.vs.Economy,Religiosity,Q6.Self.Isolation,Q6.Quarantine.Zones,Q6.Closing.Borders,Q6.Meeting.Friends,Q6.Physical.Distance,Q6.Closing.Businesses,Q6.Public.Transportation,Q6.Canceling.Events,Q6.No.Workplace,Q6.Self.Isolation1,Q6.Quarantine.Zones1,Q6.Closing.Borders1,Q6.Meeting.Friends1,Q6.Physical.Distance1,Q6.Closing.Businesses1,Q6.Public.Transportation1,Q6.Canceling.Events1,Q6.No.Workplace1
9292,Fauci,Like,BR,Yes,Mid-Age,Male,Employed,City,0.303,7,7,5,7,9,35,6,3,4,7,7,3,5,4,5,3,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9293,Fauci,NA,BR,Yes,Young,Male,Student,City,0.933,7,7,7,7,9,23,5,4,4,7,6,5,1,1,5,3,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9294,Fauci,NA,BR,Yes,Young,Male,Employed,City,-0.296,4,7,5,5,9,26,4,4,4,6,6,4,1,1,2,1,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9295,Fauci,Like,BR,Yes,Young,Female,Unemployed,City,-0.59,7,7,6,6,1,24,6,2,4,7,7,6,3,1,1,7,7,7,No,No,Yes,No,No,No,No,No,No,0,0,1,0,0,0,0,0,0
9296,Fauci,NA,BR,Yes,Young,Female,Employed,City,-0.249,7,7,6,6,4,26,5,3,4,7,6,2,5,3,5,3,4,4,No,No,Yes,No,Yes,No,Yes,Yes,No,0,0,1,0,1,0,1,1,0
9297,Fauci,NA,BR,Yes,Mid-Age,Female,Unemployed,City,0.091,5,7,6,6,7,35,3,2,4,7,7,4,1,2,4,1,1,1,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1,0,1,0,1,1,1,1,1
9298,Fauci,Like,BR,Yes,Old,Male,Self-employed,City,-1.295,5,5,5,5,5,64,5,2,4,4,6,4,5,1,5,6,5,7,Yes,No,Yes,No,Yes,Yes,No,Yes,No,1,0,1,0,1,1,0,1,0
9299,Fauci,NA,BR,Yes,Young,Male,Employed,City,0.075,7,7,5,7,7,29,5,5,4,7,7,3,1,1,4,1,1,3,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,1,0,1,1,1,1,0,1,1
9300,Fauci,NA,BR,Yes,Young,Female,Employed,City,0.303,7,7,5,7,9,29,4,2,4,7,7,2,1,6,5,3,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9301,Fauci,NA,BR,Yes,Mid-Age,Female,Self-employed,City,0.024,7,7,7,7,1,50,4,6,4,7,7,7,1,1,5,7,7,7,Yes,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0
9302,Fauci,Neutral,BR,Yes,Old,Male,Employed,City,-0.98,5,5,6,5,5,57,4,4,4,5,6,2,2,2,5,6,4,7,No,No,Yes,Yes,Yes,Yes,No,Yes,No,0,0,1,1,1,1,0,1,0
9303,Fauci,NA,BR,Yes,Mid-Age,Female,Employed,City,0.933,7,7,7,7,9,41,5,6,4,7,7,7,1,9,3,3,3,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9304,Fauci,NA,BR,Yes,Young,Female,Unemployed,City,0.335,7,7,7,5,9,24,3,2,4,6,6,3,1,8,4,4,3,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9305,Fauci,NA,BR,Yes,Old,Male,Retired,City,-1.965,4,4,6,3,4,73,4,4,4,7,7,4,4,1,4,7,6,7,Yes,No,Yes,No,Yes,No,No,Yes,No,1,0,1,0,1,0,0,1,0
9306,Fauci,NA,BR,Yes,Old,Male,Employed,City,-0.296,1,7,5,5,9,62,6,1,4,7,7,4,1,1,4,3,3,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9307,Fauci,NA,BR,Yes,Old,Male,Self-employed,City,-1.277,1,7,5,4,3,62,5,3,4,1,2,4,7,1,5,7,5,1,No,No,Yes,No,Yes,No,No,Yes,No,0,0,1,0,1,0,0,1,0
9308,Fauci,NA,BR,Yes,Mid-Age,Male,Employed,City,-0.11,7,7,5,6,8,48,3,3,4,7,7,2,1,1,4,2,1,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
9309,Fauci,Neutral,BR,Yes,Young,Female,Student,City,0.933,1,7,7,7,9,18,4,4,4,7,7,4,1,4,2,5,4,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9310,Fauci,NA,BR,Yes,Mid-Age,Male,Unemployed,City,-0.682,6,6,5,5,8,46,5,5,4,6,7,3,2,3,2,5,3,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
9311,Fauci,Like,BR,Yes,Old,Female,Unemployed,City,0.706,7,7,7,7,7,54,4,3,4,7,7,3,1,1,3,1,1,7,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,1,1,1,1,0,1,1,1,0
9312,Fauci,Like,BR,Yes,Young,Female,Employed,City,0.319,7,7,6,6,9,23,6,4,4,6,7,4,1,1,4,7,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9313,Fauci,NA,BR,Yes,Young,Female,Student,City,0.019,7,7,6,5,9,20,4,3,4,6,7,2,1,1,3,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9314,Fauci,Neutral,BR,Yes,Young,Female,Employed,City,-0.955,7,5,5,5,8,20,3,4,4,6,6,3,2,4,4,3,1,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,1,1,1,1,1,1,0
9315,Fauci,NA,BR,Yes,Young,Male,Self-employed,City,-0.094,7,7,6,5,8,24,6,4,4,6,7,5,1,2,4,1,1,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,1,0,1,1,1,1,1
9316,Fauci,Neutral,BR,Yes,Young,Female,Unemployed,City,0.706,4,7,7,7,7,25,5,3,4,7,7,2,1,8,4,5,1,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,0,1,1,1,1,1,1,0
9317,Fauci,NA,BR,Yes,Old,Female,Self-employed,City,0.933,7,7,7,7,9,62,3,3,4,7,7,4,1,1,5,1,1,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9318,Fauci,NA,BR,Yes,Young,Female,Employed,City,-0.952,5,7,4,5,6,24,1,8,4,6,7,4,2,1,3,5,3,7,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,1,1,1,0,1,1,0,1,0
9319,Fauci,NA,BR,Yes,Mid-Age,Female,Self-employed,City,0.82,1,7,7,7,8,37,6,2,4,7,7,4,2,1,4,1,1,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,1,0,1,1,1,1,1
9320,Fauci,Like,BR,Yes,Young,Female,Student,City,0.618,7,7,6,7,9,23,5,4,4,7,7,3,1,1,4,2,2,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9321,Fauci,Like,BR,Yes,Young,Female,Student,City,-0.025,6,5,7,6,8,18,4,4,4,4,6,3,2,5,2,1,1,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,1,0,1,1,1,1,1
9322,Fauci,Like,BR,Yes,Mid-Age,Female,Self-employed,City,-0.594,6,6,6,5,6,34,4,6,4,5,7,4,1,4,3,4,1,7,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,1,0,1,1,1,1,0,1,0
9323,Fauci,Like,BR,Yes,Young,Male,Self-employed,City,-0.275,7,7,7,6,1,19,6,5,4,6,7,4,1,5,4,3,1,6,Yes,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0
9324,Fauci,Like,BR,Yes,Young,Male,Employed,City,-0.925,7,6,4,6,6,27,6,3,4,5,6,2,4,1,5,2,1,6,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,1,0,1,1,0,1,1,1,0
9325,Fauci,Dislike,BR,Yes,Mid-Age,Male,Self-employed,City,0.634,7,7,7,6,9,47,6,3,4,7,7,5,1,4,4,5,1,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9326,Fauci,NA,BR,Yes,Mid-Age,Female,Employed,City,0.933,4,7,7,7,9,41,4,4,4,7,7,5,1,1,5,6,4,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9327,Fauci,NA,BR,Yes,Mid-Age,Male,Self-employed,City,-1.481,6,5,5,4,6,37,3,6,4,3,7,2,1,7,3,4,4,4,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,1,1,1,1,1,0,1,0
9328,Fauci,Neutral,BR,Yes,Mid-Age,Male,Self-employed,City,0.592,6,7,7,7,6,45,6,3,4,6,7,5,1,6,5,1,1,5,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,1,0,1,1,1,1,0,1,0
9329,Fauci,NA,BR,Yes,Mid-Age,Female,Employed,City,0.933,7,7,7,7,9,34,3,6,4,7,7,2,1,1,3,3,1,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9330,Fauci,Neutral,BR,Yes,Young,Female,Employed,City,-0.636,5,6,6,6,3,27,5,7,4,6,7,3,1,3,4,5,5,5,No,No,Yes,Yes,No,No,No,Yes,No,0,0,1,1,0,0,0,1,0
9331,Fauci,NA,BR,Yes,Young,Male,Student,City,0.82,7,7,7,7,8,28,6,2,4,7,7,3,4,3,5,1,1,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
9332,Fauci,Neutral,BR,Yes,Young,Female,Student,City,0.319,7,7,6,6,9,22,4,3,4,7,7,2,1,2,2,1,1,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9333,Fauci,NA,BR,Yes,Young,Male,Student,City,-0.639,4,5,6,5,8,20,4,4,4,5,4,5,2,3,3,5,2,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,1,0,1,1,1,1,1
9334,Fauci,NA,BR,Yes,Young,Male,Unemployed,City,-0.606,7,7,5,7,1,20,4,3,4,7,7,2,5,1,3,2,1,7,Yes,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0
9335,Fauci,Like,BR,Yes,Mid-Age,Female,Employed,City,0.933,7,7,7,7,9,41,4,5,4,7,7,1,1,2,4,3,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9336,Fauci,Like,BR,Yes,Mid-Age,Female,Unemployed,City,0.933,7,7,7,7,9,43,5,2,4,7,7,2,4,3,2,1,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9337,Fauci,NA,BR,Yes,Young,Male,Employed,City,-1.182,6,5,5,5,6,20,4,3,4,5,6,5,3,1,3,6,4,6,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,1,0,1,1,1,1,0,1,0
9338,Fauci,Like,BR,Yes,Young,Male,Student,City,0.618,7,7,6,7,9,23,5,4,4,7,7,4,1,1,3,1,2,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9339,Fauci,NA,BR,Yes,Young,Male,Student,City,0.592,7,7,7,7,6,24,4,4,4,1,5,3,5,1,4,5,3,5,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0,1,1,0,1,1,1,1,0
9340,Fauci,Like,BR,Yes,Young,Male,Employed,City,0.618,7,7,6,7,9,23,3,3,4,7,7,4,3,2,4,3,2,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9341,Fauci,NA,BR,Yes,Mid-Age,Male,Employed,City,-1.137,6,6,5,5,4,39,5,3,4,5,6,4,4,5,4,6,4,5,No,No,No,No,Yes,Yes,Yes,Yes,No,0,0,0,0,1,1,1,1,0
9342,Fauci,Neutral,BR,Yes,Young,Female,Self-employed,City,0.82,7,7,7,7,8,32,6,5,4,7,6,5,1,4,4,4,1,5,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,1,1,1,1,1,0,1,1
9343,Fauci,NA,BR,Yes,Old,Female,Retired,City,0.479,7,7,7,7,5,61,3,3,4,7,7,3,1,1,3,1,1,7,No,No,Yes,Yes,Yes,Yes,No,Yes,No,0,0,1,1,1,1,0,1,0
9344,Fauci,NA,BR,Yes,Young,Female,Unemployed,City,0.618,7,7,6,7,9,26,5,3,4,7,7,3,1,1,3,5,5,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9345,Fauci,NA,BR,Yes,Young,Female,Employed,City,0.618,6,7,6,7,9,28,6,1,4,6,7,4,1,4,3,5,5,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9346,Fauci,NA,BR,Yes,Mid-Age,Female,Employed,City,0.319,7,7,6,6,9,38,3,3,4,7,7,4,1,1,4,1,3,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9347,Fauci,NA,BR,Yes,Young,Male,Unemployed,City,-0.022,7,7,6,6,6,23,4,4,4,7,6,5,1,2,5,3,1,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,1,0,1,0,1,1,1,1,0
9348,Fauci,NA,BR,Yes,Old,Male,Employed,City,0.592,6,7,7,7,6,55,4,2,4,6,4,5,1,1,5,6,5,1,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,1,0,1,1,1,0,0,1,1
9349,Fauci,NA,BR,Yes,Old,Female,Employed,City,-0.078,2,7,7,4,8,53,4,2,4,4,7,3,1,1,4,1,1,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
9350,Fauci,NA,BR,Yes,Mid-Age,Male,Employed,City,-0.98,2,5,6,5,5,42,2,4,4,5,6,4,4,1,3,6,5,2,No,No,Yes,Yes,Yes,No,No,Yes,Yes,0,0,1,1,1,0,0,1,1
9351,Fauci,Neutral,BR,Yes,Mid-Age,Female,Employed,City,0.706,7,7,7,7,7,37,4,1,4,7,7,3,1,1,3,1,1,6,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,1,0,1,1,0,1,1,1,1
9352,Fauci,NA,BR,Yes,Young,Female,Employed,City,-2.981,5,7,1,1,7,23,1,4,4,7,7,2,1,1,3,4,1,7,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1,1,1,0,0,1,1,1,1
9353,Fauci,NA,BR,Yes,Mid-Age,Male,Self-employed,City,0.82,7,7,7,7,8,35,6,3,4,7,7,4,3,2,3,6,1,3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,1,1,1,1,1,0,1,1
9354,Fauci,NA,BR,Yes,Young,Male,Student,City,-0.408,6,6,6,6,5,19,3,2,4,5,7,4,1,1,4,6,5,1,Yes,No,Yes,No,Yes,Yes,No,Yes,No,1,0,1,0,1,1,0,1,0
9355,Fauci,NA,BR,Yes,Mid-Age,Female,Employed,City,-0.136,7,7,6,6,5,43,4,5,4,7,7,4,1,1,4,2,1,7,Yes,No,No,Yes,No,Yes,Yes,Yes,No,1,0,0,1,0,1,1,1,0
9356,Fauci,NA,BR,Yes,Young,Male,Employed,City,0.618,5,7,6,7,9,29,4,2,4,6,5,3,4,3,3,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9357,Fauci,NA,BR,Yes,Mid-Age,Male,Employed,City,0.592,4,7,7,7,6,33,4,2,4,6,6,3,2,1,4,1,1,1,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,1,0,1,1,1,1,0,0,1
9358,Fauci,NA,BR,Yes,Young,Male,Employed,City,-0.022,7,7,6,6,6,25,5,2,4,5,5,4,2,1,3,4,1,4,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,1,1,1,0,1,1,0,1,0
9359,Fauci,Neutral,BR,Yes,Old,Female,Self-employed,City,-3.923,1,1,5,1,2,53,6,4,4,2,3,5,4,2,5,7,1,7,No,No,No,Yes,No,No,No,Yes,No,0,0,0,1,0,0,0,1,0
9360,Fauci,NA,BR,Yes,Young,Female,Self-employed,City,0.933,6,7,7,7,9,23,3,2,4,6,6,4,2,5,4,2,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9361,Fauci,NA,BR,Yes,Young,Male,Unemployed,City,0.293,7,7,7,6,6,31,4,2,4,5,5,5,1,1,5,3,3,7,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,1,0,0,1,1,1,0,1,1
9362,Fauci,NA,BR,Yes,Young,Male,Employed,City,-0.978,4,7,5,5,3,27,4,2,4,6,6,4,4,2,4,6,4,7,Yes,Yes,No,No,Yes,No,No,No,No,1,1,0,0,1,0,0,0,0
9363,Fauci,NA,BR,Yes,Young,Female,Self-employed,City,0.592,7,7,7,7,6,24,3,2,4,5,7,4,2,1,5,2,1,7,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,1,0,1,1,1,1,0,1,0
9364,Fauci,NA,BR,Yes,Old,Female,Self-employed,City,0.82,7,7,7,7,8,56,6,3.14,4,7,7,3,1,2,4,1,1,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
9365,Fauci,NA,BR,Yes,Mid-Age,Male,Employed,City,-2.623,1,2,6,3,3,43,5,3,4,3,5,4,2,3,4,5,6,4,No,No,No,Yes,Yes,No,No,Yes,No,0,0,0,1,1,0,0,1,0
9366,Fauci,NA,BR,Yes,Mid-Age,Female,Employed,City,-3.025,5,5,2,2,6,37,5,2,4,4,2,2,2,1,4,1,1,1,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,1,0,0,1,0,1,1,1,1
9367,Fauci,NA,BR,Yes,Mid-Age,Female,Employed,City,0.618,2,7,6,7,9,46,6,2,4,7,7,3,1,1,4,3,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9368,Fauci,NA,BR,Yes,Mid-Age,Female,Unemployed,City,0.933,7,7,7,7,9,36,6,2,4,7,7,4,1,4,4,1,1,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9369,Fauci,NA,BR,Yes,Young,Male,Unemployed,City,0.933,7,7,7,7,9,20,5,4,4,7,7,4,1,1,2,4,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9370,Fauci,NA,BR,Yes,Young,Female,Employed,City,-0.296,7,7,5,5,9,30,5,2,4,7,7,4,6,3,2,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9371,Fauci,Like,BR,Yes,Old,Male,Self-employed,City,0.138,7,7,7,7,2,56,4,3,4,4,4,6,7,2,5,7,4,1,No,No,Yes,No,Yes,No,No,No,No,0,0,1,0,1,0,0,0,0
9372,Fauci,NA,BR,Yes,Young,Female,Self-employed,City,-0.066,2,5,7,7,5,31,6,3,4,4,5,5,1,2,4,1,1,3,No,No,Yes,Yes,Yes,Yes,No,Yes,No,0,0,1,1,1,1,0,1,0
9373,Fauci,NA,BR,Yes,Mid-Age,Male,Employed,City,0.634,7,7,7,6,9,37,6,2,4,7,7,3,4,2,4,1,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9374,Fauci,NA,BR,Yes,Young,Female,Employed,City,0.933,7,7,7,7,9,22,4,5,4,7,7,3,1,2,3,2,1,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9375,Fauci,NA,BR,Yes,Mid-Age,Female,Employed,City,-0.136,7,7,6,6,5,41,4,4,4,7,7,4,1,2,4,2,1,2,Yes,No,No,Yes,Yes,Yes,No,Yes,No,1,0,0,1,1,1,0,1,0
9376,Fauci,NA,BR,Yes,Old,Male,Self-employed,City,0.661,7,6,7,7,9,56,4,2,4,7,7,3,1,3,3,1,1,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9377,Fauci,NA,BR,Yes,Young,Female,Employed,City,0.046,5,6,6,6,9,32,6,2,4,6,6,3,2,1,3,4,4,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9378,Fauci,NA,BR,Yes,Young,Male,Employed,City,-0.224,5,7,5,6,7,30,6,3,4,5,6,4,2,1,5,3,1,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,0,1,1,1,1,1,1,0
9379,Fauci,NA,BR,Yes,Young,Female,Employed,City,0.933,7,7,7,7,9,24,4,2,4,6,7,3,1,4,5,6,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9380,Fauci,NA,BR,Yes,Young,Male,Employed,City,-0.848,7,7,6,4,4,29,5,3,4,4,5,5,3,1,5,7,6,7,No,No,Yes,Yes,Yes,No,No,Yes,No,0,0,1,1,1,0,0,1,0
9381,Fauci,Like,BR,Yes,Young,Female,Employed,City,-0.523,1,7,5,5,7,18,6,4,4,7,7,2,5,2,4,5,1,4,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1,1,1,0,0,1,1,1,1
9382,Fauci,Neutral,BR,Yes,Mid-Age,Male,Employed,City,-1.962,1,6,5,3,2,40,4,5,4,3,2,5,1,1,4,5,1,7,No,No,No,No,Yes,No,No,Yes,No,0,0,0,0,1,0,0,1,0
9383,Fauci,NA,BR,Yes,Young,Male,Unemployed,City,-4.753,1,3,1,1,1,27,6,4,4,1,7,7,7,1,5,7,1,1,No,No,No,No,Yes,No,No,No,No,0,0,0,0,1,0,0,0,0
9384,Fauci,NA,BR,Yes,Young,Female,Self-employed,City,-0.295,7,6,6,6,6,24,6,2,4,5,6,4,2,1,5,2,6,5,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,1,0,1,0,1,1,1,1,0
9385,Fauci,NA,BR,Yes,Young,Male,Unemployed,City,0.82,7,7,7,7,8,26,5,5,4,6,7,4,1,3,4,2,7,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
9386,Fauci,Like,BR,Yes,Old,Male,Employed,City,-0.955,7,5,5,5,8,54,4,2,4,7,7,4,2,2,4,4,2,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,1,1,1,1,1,1,0
9387,Fauci,Neutral,BR,Yes,Young,Female,Student,City,0.618,7,7,6,7,9,24,5,1,4,7,7,3,1,1,4,3,1,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9388,Fauci,NA,BR,Yes,Mid-Age,Female,Self-employed,City,0.618,7,7,6,7,9,40,4,3,4,7,7,2,1,1,3,2,2,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9389,Fauci,NA,BR,Yes,Mid-Age,Male,Employed,City,0.205,7,7,6,6,8,44,5,3,4,7,7,4,4,1,4,1,1,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,1,1,1,1,1,1,0
9390,Fauci,Neutral,BR,Yes,Old,Male,Employed,City,-0.321,7,7,6,5,6,53,5,4,4,4,7,5,1,1,5,5,4,3,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,1,0,0,1,1,1,1,1,0
9391,Fauci,NA,BR,Yes,Young,Female,Student,City,0.933,7,7,7,7,9,20,4,6,4,7,7,4,1,2,4,4,1,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9392,Fauci,Neutral,BR,Yes,Mid-Age,Female,Unemployed,City,0.933,4,7,7,7,9,42,6,4,4,7,7,1,4,2,3,1,1,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9393,Fauci,Like,BR,Yes,Mid-Age,Female,Employed,City,0.407,7,7,7,6,7,48,4,5,4,7,7,3,1,2,5,1,1,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,0,1,1,1,1,1,1,0
9394,Fauci,NA,BR,Yes,Young,Female,Employed,City,-3.049,2,7,2,2,1,18,4,4,4,6,6,4,1,1,5,1,1,1,No,No,No,No,No,Yes,No,No,No,0,0,0,0,0,1,0,0,0
9395,Fauci,Dislike,BR,Yes,Mid-Age,Male,Employed,City,0.479,4,7,7,7,5,42,6,1,4,7,6,6,1,1,5,7,1,7,No,No,Yes,Yes,Yes,No,Yes,Yes,No,0,0,1,1,1,0,1,1,0
9396,Fauci,NA,BR,Yes,Young,Female,Student,City,0.319,5,7,6,6,9,19,3,4,4,7,6,1,1,2,4,3,1,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9397,Fauci,NA,BR,Yes,Young,Female,Employed,City,0.933,7,7,7,7,9,31,4,2,4,7,6,3,1,4,5,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9398,Fauci,NA,BR,Yes,Young,Male,Employed,City,-0.549,7,7,6,5,4,23,3,4,4,7,7,3,1,1,4,7,4,7,No,No,Yes,Yes,Yes,No,No,Yes,No,0,0,1,1,1,0,0,1,0
9399,Fauci,NA,BR,Yes,Mid-Age,Male,Self-employed,City,-0.944,7,4,4,7,8,36,6,3,4,5,7,5,5,1,3,5,1,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,1,1,1,1,1,1,0
9400,Fauci,NA,BR,Yes,Young,Female,Unemployed,City,-0.165,7,6,7,5,7,30,4,3,4,7,7,4,5,2,4,6,2,7,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,1,1,1,1,0,1,1,1,0
9401,Fauci,NA,BR,Yes,Young,Male,Unemployed,City,0.634,6,7,7,6,9,30,3,4,4,7,7,4,1,1,5,5,3,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9402,Fauci,NA,BR,Yes,Young,Female,Self-employed,City,-0.295,7,6,6,6,6,30,4,5,4,6,6,4,2,5,5,4,1,5,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,1,0,1,1,0,1,1,1,0
